,htsc_code,time,frequency,open,close,high,low,volume,value,open_interest,settle
201,V2409.DCE,2024-05-15 15:03:12.347,daily,6023.0,6070.0,6083.0,6018.0,922168.0,27913771000.0,912205.0,6053.0
202,V2409.DCE,2024-05-16 15:03:00.424,daily,6070.0,6087.0,6096.0,6048.0,777083.0,23583244300.0,912324.0,6069.0
203,V2409.DCE,2024-05-17 15:03:20.830,daily,6090.0,6296.0,6308.0,6083.0,2176986.0,67695936300.0,987333.0,6219.0
204,V2409.DCE,2024-05-20 15:02:23.338,daily,6300.0,6383.0,6449.0,6272.0,1897374.0,60288296320.0,958773.0,6354.0
205,V2409.DCE,2024-05-21 15:03:07.006,daily,6368.0,6321.0,6407.0,6246.0,1588408.0,50285650100.0,922745.0,6331.0
206,V2409.DCE,2024-05-22 15:02:25.704,daily,6313.0,6383.0,6416.0,6313.0,1313489.0,41766759680.0,926734.0,6359.0
207,V2409.DCE,2024-05-23 15:02:26.715,daily,6374.0,6405.0,6408.0,6307.0,1413610.0,44979783595.0,939255.0,6363.0
208,V2409.DCE,2024-05-24 15:03:19.561,daily,6422.0,6475.0,6664.0,6422.0,3917433.0,128342064305.0,961418.0,6552.0
209,V2409.DCE,2024-05-27 15:03:07.588,daily,6485.0,6459.0,6534.0,6445.0,1923805.0,62426864785.0,977291.0,6489.0
210,V2409.DCE,2024-05-28 15:03:04.854,daily,6460.0,6420.0,6588.0,6405.0,2224795.0,72378275525.0,957916.0,6506.0
211,V2409.DCE,2024-05-29 15:03:01.254,daily,6426.0,6452.0,6455.0,6347.0,1781115.0,56967682815.0,948811.0,6396.0
212,V2409.DCE,2024-05-30 15:03:00.982,daily,6533.0,6513.0,6643.0,6443.0,2788188.0,90886134340.0,919499.0,6519.0
213,V2409.DCE,2024-05-31 15:02:59.725,daily,6515.0,6566.0,6584.0,6472.0,2081881.0,68069655765.0,953703.0,6539.0
214,V2409.DCE,2024-06-03 15:03:13.283,daily,6590.0,6286.0,6598.0,6275.0,2628522.0,84258716645.0,869692.0,6411.0
215,V2409.DCE,2024-06-04 15:03:02.889,daily,6299.0,6323.0,6340.0,6250.0,1536565.0,48377962485.0,850105.0,6296.0
216,V2409.DCE,2024-06-05 15:02:19.982,daily,6289.0,6280.0,6324.0,6268.0,1197378.0,37708555115.0,849539.0,6298.0
217,V2409.DCE,2024-06-06 15:02:26.606,daily,6291.0,6266.0,6302.0,6169.0,1651671.0,51573332800.0,848950.0,6244.0
218,V2409.DCE,2024-06-07 15:02:22.639,daily,6265.0,6287.0,6357.0,6257.0,1307836.0,41169498805.0,810992.0,6295.0
219,V2409.DCE,2024-06-11 15:02:58.503,daily,6270.0,6230.0,6330.0,6221.0,1063656.0,33327586195.0,843983.0,6266.0
220,V2409.DCE,2024-06-12 15:02:19.091,daily,6230.0,6242.0,6256.0,6183.0,1101814.0,34297097155.0,835249.0,6225.0
221,V2409.DCE,2024-06-13 15:02:24.323,daily,6260.0,6202.0,6267.0,6175.0,1096489.0,34098079325.0,829526.0,6219.0
222,V2409.DCE,2024-06-14 15:03:06.675,daily,6205.0,6215.0,6255.0,6184.0,1300396.0,40449343315.0,824992.0,6221.0
223,V2409.DCE,2024-06-17 15:02:22.758,daily,6236.0,6134.0,6244.0,6126.0,1381992.0,42781304035.0,837449.0,6191.0
224,V2409.DCE,2024-06-18 15:02:23.540,daily,6140.0,6120.0,6183.0,6119.0,867625.0,26701326770.0,813453.0,6155.0
225,V2409.DCE,2024-06-19 15:02:26.098,daily,6120.0,6172.0,6179.0,6113.0,846582.0,26050643330.0,814166.0,6154.0
226,V2409.DCE,2024-06-20 15:02:22.805,daily,6180.0,6154.0,6189.0,6130.0,951657.0,29302732370.0,810759.0,6158.0
227,V2409.DCE,2024-06-21 15:02:54.798,daily,6160.0,6096.0,6175.0,6094.0,961611.0,29494273225.0,848377.0,6134.0
228,V2409.DCE,2024-06-24 15:03:06.302,daily,6096.0,6032.0,6109.0,6031.0,865504.0,26262444890.0,860115.0,6068.0
229,V2409.DCE,2024-06-25 15:03:05.083,daily,6032.0,6085.0,6087.0,6019.0,857366.0,25931003240.0,843806.0,6048.0
230,V2409.DCE,2024-06-26 15:03:01.323,daily,6086.0,6077.0,6100.0,6045.0,722412.0,21909330025.0,836204.0,6065.0
231,V2409.DCE,2024-06-27 15:03:02.527,daily,6073.0,6034.0,6077.0,6031.0,651727.0,19722224745.0,865217.0,6052.0
232,V2409.DCE,2024-06-28 15:02:21.780,daily,6036.0,6053.0,6070.0,6006.0,795623.0,24037699005.0,857957.0,6042.0
233,V2409.DCE,2024-07-01 15:02:27.005,daily,6045.0,6091.0,6094.0,6030.0,710779.0,21547721020.0,855122.0,6063.0
234,V2409.DCE,2024-07-02 15:02:25.183,daily,6091.0,6120.0,6126.0,6066.0,785481.0,23931055150.0,852300.0,6093.0
235,V2409.DCE,2024-07-03 15:02:30.158,daily,6129.0,6125.0,6134.0,6078.0,734512.0,22432177400.0,868651.0,6108.0
236,V2409.DCE,2024-07-04 15:02:22.362,daily,6130.0,6047.0,6141.0,6043.0,965698.0,29448384315.0,905973.0,6098.0
237,V2409.DCE,2024-07-05 15:30:45.815,daily,6051.0,6013.0,6073.0,6008.0,767297.0,23184327330.0,922924.0,6043.0
238,V2409.DCE,2024-07-08 15:03:02.781,daily,6015.0,5952.0,6026.0,5938.0,920280.0,27474616465.0,938114.0,5970.0
239,V2409.DCE,2024-07-09 15:02:22.037,daily,5955.0,5974.0,5994.0,5952.0,614132.0,18348600505.0,903161.0,5975.0
240,V2409.DCE,2024-07-10 15:03:08.442,daily,5970.0,5897.0,5977.0,5881.0,688605.0,20398500435.0,920901.0,5924.0
241,V2409.DCE,2024-07-11 15:03:04.149,daily,5902.0,5918.0,5931.0,5875.0,633047.0,18694778730.0,936802.0,5906.0
242,V2409.DCE,2024-07-12 15:03:09.084,daily,5925.0,5921.0,5943.0,5905.0,517243.0,15319736415.0,924386.0,5923.0
243,V2409.DCE,2024-07-15 15:03:18.117,daily,5922.0,5821.0,5931.0,5808.0,981660.0,28834678100.0,980729.0,5874.0
244,V2409.DCE,2024-07-16 15:03:12.379,daily,5830.0,5845.0,5858.0,5787.0,661728.0,19260794035.0,930709.0,5821.0
245,V2409.DCE,2024-07-17 15:02:22.493,daily,5840.0,5886.0,5903.0,5833.0,722376.0,21213467205.0,904052.0,5873.0
246,V2409.DCE,2024-07-18 15:03:08.828,daily,5888.0,5869.0,5891.0,5828.0,575423.0,16854581630.0,911821.0,5857.0
247,V2409.DCE,2024-07-19 15:03:07.155,daily,5858.0,5835.0,5870.0,5828.0,511326.0,14950627620.0,916293.0,5847.0
248,V2409.DCE,2024-07-22 15:03:10.704,daily,5835.0,5844.0,5877.0,5797.0,681684.0,19900614545.0,908236.0,5838.0
249,V2409.DCE,2024-07-23 15:03:08.299,daily,5838.0,5740.0,5849.0,5739.0,817228.0,23691414335.0,950450.0,5797.0
